sentence_id,text
569,最後に出会って終わろうじゃん。
570,あんな点数なわけないもんね。
571,というあと最近あのコメントで皆さんあのジャイロ機能、ジャイロ機能だっけ?
572,やっぱりなんか多分全然本気でやってないんだな。
573,結構アドバイスいただいて1回オンにしてやってみたんですけど、やっぱ僕なかなか向いてないっすね。
574,そ、最近分かったんですけど、あれかかって打ちまくられると前行けないんですね。
575,俺がお尻さんをやっちまったぜ[音楽]。
576,もったいない使い方した。
577,あれ、一撃で遠くまで飛んでくるやつだな。
578,ああ、あそこでいるのね。
579,よしよしよしよしよし。
580,お尻的動きで行こう。
