sentence_id,text
184,で、僕はね、花粉症多分3年目とか4年目なんだけど、僕の周りにはね、僕が花粉症になるよりも、ずっと前から、花粉症の人がいるわけ。
185,で、薬を処方してもらえるからさ、それが一番、風邪とか病気を治す、一番手っ取り早い方法だと思うんだけど、僕はなぜかね、これは、癖なんだけど、毎回ね、病院に行かないの。
186,ただ、今年はね、去年みたいな辛い思いをしたくないので、薬飲もうかなって思ってるね。
187,風邪になってあまり、病院に行かないから、薬局で薬を買うっていうこともね、全然しないわけ。
188,え、もう飲み始めた方がいいのかな?
189,誰か、花粉症の薬飲んだことある人いる?
190,なんか、食べるとね、喉が痒くなるんだよね。
191,みかんとかパイナップルは、死ぬまで何回でも食べたいんだよ。
192,なんか小学生の頃と比べて、中学生の頃とか高校生の頃って、そうやって、泊まるイベントって結構多かったと思うんだよね。
193, そういうのを前もって、把握しておかなきゃいけないじゃん。
194,ただ、桃とかさくらんぼは結構好きだったんだよ。
195,で、そば粉アレルギーの人がね、その枕に頭を置いて寝ようとすると、すごい辛そうだったのを覚えてる。
196,いや、何円かかるんだろうね、これやろうと思ったら。
197,だから、いつ花粉症になるかわかんない。
198,で、日本の中にもね、花粉症になりやすいエリアと、そうじゃないエリアっていうのが、あるらしいんだよ。
199,この僕がね、めんどくさがり屋だから、アレルギー検査とかしてないんだけどさ。
200,だから日本に来て、例えば5年間何も問題なく過ごせてたとしてもね、6年目から突然花粉症を発症するっていうパターンもあるんだよ。
201,いや、だからね、日本で花粉症になりたくなかったら、日本の一番北に行くか、日本の一番南に行くしかない、ということだね。
202,」って、思えるからね。
203,例えば、今の時期に初めて日本に来たとして、「あれ、なんか、鼻水…」いや、違うか。
204,あ、花粉症になりたくなくて、しかも日本で暮らしたいっていう方がいたらね、あなたが取れる選択肢はたった2つです。
205,だから、それを見て「あ、今日花粉多いんだ」みたいな感じで思うんだけど、それを見たからってさ、できることってあまりないんだけど、でも、なんかね、花粉が飛んでるか飛んでないかって、本当に日によって違う。
206,だから本当に毎日、気分よく過ごさせてもらってたんだけどさ。
207,外干しが嫌いとかではなくて、これはね、僕の性格を考慮して、外干しをしてないんだよね。
208,いや、どうなんだろうね。
209,まあ浴室乾燥機とか、あとは乾燥機とか、そういうものを使っている人も多いと思うんだけど、洗濯物を、家の外で干す人も多いじゃん。
210,例えば、外で洗濯物を干してるときにさ、自分が出かけるとして、「あー、ちょっとなんか、自分の洗濯物が雨で濡れたらどうしよう。
211,乾燥機付きの洗濯機って。
212,で、それを別に、早める必要はないな、と思ってて。
213,だから、僕はね、部屋干しをしてます。
214,だってさ、水が蒸発するのって、 僕が何も手を加えなくていいじゃん。
215,それは便利かなって思うけど、そのパターンって結構限られるんじゃないかな。
216,論理的に僕を説得してみてください。
217,あっという間だったな。
218,例えば、乾燥機付きの洗濯機で洗濯するじゃん。
219,警察署から出てきた車の中には元王子の姿が確認できます。
220,警察道当局は逮捕した男は捜査中のまま放されたとしていて、今後も元王子について捜作を続ける方針です。
221,さらに別の追加完税の発動に向けて必要な調査を始めることも明らかにしていて、我々には大体案があると強調しています。
222,警庁は男女10人以上の運動員に報酬として少なくとも45万円以上を支払ったと見て国会では昨日高一総理が衆産院で私方針演説に望みました。
223,挑戦しない国に未来はありません。
224,一方ぶつかった貨物線は全長71m警察庁の30代のキャリア警察官が知人女性に売切な行為をしたとして警視庁に書類双権されたことがわかりました。
225,キャリア警察官は2位の調べに対し容疑を認めているということです。
226,取り締まりの経験が豊富だったと言います。
227,信じるものがなくなっちゃいますよ。
228,対象者に通知分を郵送し電話でも連絡するということです。
229,面白いポッドキャストを作ってくれてありがとうございます。
230,で、もう一つは、披露宴って言って、パーティーですね。
231,えっと、“しん”って言うのは“神”ですね。
232,多分ちょっとウエディングドレスはもうちょっといいかなっていう年齢の方とかが神前式を選ぶ人多いかなと思います。
233,同じ白いウェディングドレスを着る人は、あんまりいないです。
