sentence_id,text
96,これただ単に窓の前に立ってで、庭の木を見ても本当の意味でその季節の移り変わりだったりとか庭を見て楽しんで楽しむことはできないんですよね。
97,とで、特にこう2025年の幸せっていうのを考えた時にですね、庭の木を見られたことが幸せだったんですね。
98,うちのこの埼玉県の実家、おじいちゃんおばあちゃんが立てた家なんですけども、おばあちゃんの希望で、えー、庭にですね、5本の木がってるんですよ。
99,毎日アニメばっかり見ててもそれは感じられないですよね。
100,何が面白くて見てんのかなって大学生の時には思ったけど。
101,自分はダメだなって。
102,それは大学時代もその普通の大学プラス日本語の先生になるための学校プラス学校の先生になるためのあのな、何て言うんだっけ?
103,え、教職の教職家程っていうのか。
104,やっと35年ずっとあの劣等感を感じていたけどみんなと同じところに行ってみんなと同じようにお金が払えるようになったっていうのですんごい心の余裕ができたんだよね。
105,EOも今カイト君が頑張って作ってくれた人間失格っていうね、打ザお様の本を今準備しているんだけど本当もう10月くらいにできてたのになっていうそういう悔しい気持ちだね。
106,ただ過去の自分がいるところでお仕事をするって、今の自分ってどんな自分なのかなっていうのをよくしら知れるんだけど、よく見ることができるんだけど未来の自分って全然イメージできなくなんのこれ不思議だよね。
107,で、ま、ちょっと話は戻るんだけど、その休む場所と戦う場所っていうのが違うと。
108,で、休む場所っていうのは安心できる。
109,ましては今住んでるアパートは、え、27歳くらいから住んでるのかな。
110,もっとあのあったかい感じの話よ。
111,っていうことで結構ね、自分のクリエイティブが発揮できなかったね。
112,ポッドキャストとか自分の書いた物語とか新しいクラスのアイディア出してそのクラスに参加してもらいたいしいろんなことやりたいんだ。
113,で、これって普通さ、会社で働く労働時間って7時間くらいだったよね。
114,僕ちゃんとした会社で働いたことないから分からないんだけど、ま、大体労働時間って1日7時間くらいだと思うんだ。
115,ま、それも含めて今年お仕事で不満足だった部分と不完全年完全に燃えられなかったところはそこが原因かなってはい、ということで今回1年を振り返るポッドキャストを撮ってみました。
116,ポドキャストを撮ったり、アイデアを考えたり、EOのチェックをしたり自分の小説を書いたりっていうする時間を最低でも14時間は取りたい。
